taskId,ownerDeviceId,arrivalTime,taskType,dataSizeKb,workload,quantumSuitability,deadline,priority,memoryMb,energyLocalEst
317,6,27.8294,knapsack,36.65,35.6715,0.9311,27.8547,1,157.2,0.297263
318,9,27.8674,sensor_data,177.71,2.7449,0.1838,27.8897,3,236.0,0.022874
319,2,27.9572,knapsack,462.9,30.2038,0.9117,27.9935,4,309.9,0.251699
320,8,28.0171,alert,171.1,2.2395,0.1252,28.0256,2,53.3,0.018663
321,0,28.0734,cnn_inference,188.54,43.2017,0.0614,28.0822,4,205.5,0.360014
322,10,28.3424,sensor_data,284.03,6.2653,0.1193,28.3613,1,66.2,0.052211
323,7,28.5433,alert,20.02,4.9114,0.0807,28.5545,4,258.4,0.040928
324,11,28.6327,tsp,313.66,24.41,0.9695,28.6665,2,193.4,0.203416
325,12,28.7444,alert,210.66,3.1961,0.0791,28.7528,3,249.7,0.026634
326,12,28.7582,aggregation,355.57,23.6422,0.3665,28.776,4,310.1,0.197018
327,14,28.8017,video_processing,112.24,66.2351,0.0127,28.8303,2,321.8,0.551959
328,0,28.9237,control_signal,361.36,5.2702,0.1026,28.9366,4,231.1,0.043918
329,11,29.0195,control_signal,325.99,3.8982,0.1246,29.0235,3,312.0,0.032485
330,7,29.0416,control_signal,356.56,5.7696,0.1105,29.0562,5,498.7,0.04808
331,9,29.3325,aggregation,276.24,20.1074,0.3244,29.3443,4,290.6,0.167562
332,13,29.3361,knapsack,63.21,23.9995,0.9313,29.3591,1,437.0,0.199996
333,9,29.4404,image_processing,90.55,22.9233,0.0492,29.4588,3,417.4,0.191028
334,3,29.4494,cnn_inference,276.61,37.7222,0.0611,29.477,4,154.1,0.314352
335,9,29.6796,molecular_sim,66.08,16.7738,0.9998,29.7295,4,449.0,0.139782
336,8,29.6877,molecular_sim,254.16,17.9807,1.0,29.7306,5,337.7,0.149839
337,11,29.833,image_processing,100.38,62.6642,0.0504,29.8609,5,425.2,0.522201
338,12,29.8499,image_processing,78.82,70.2321,0.0553,29.8747,2,255.9,0.585267
339,9,30.2752,portfolio,375.19,22.3196,0.9288,30.2929,1,403.8,0.185997
340,11,30.3293,image_processing,201.32,63.3487,0.0627,30.3549,2,410.1,0.527906
341,8,30.4393,portfolio,52.53,37.7437,0.8793,30.4735,1,510.9,0.314531
342,13,30.531,aggregation,73.71,24.0256,0.3439,30.5453,2,151.7,0.200213
343,5,30.5938,aggregation,107.49,5.0801,0.3438,30.6072,1,353.1,0.042334
344,4,30.7288,cnn_inference,189.1,74.5129,0.1112,30.7521,1,198.1,0.620941
345,11,30.7981,alert,419.4,4.1091,0.0933,30.8057,3,309.0,0.034242
346,13,31.0548,video_processing,482.92,60.3501,0.007,31.0675,3,242.0,0.502918
347,10,31.0605,cnn_inference,404.23,33.0906,0.1007,31.0733,2,177.8,0.275755
348,0,31.5624,control_signal,181.52,2.2352,0.1144,31.5747,2,164.1,0.018627
349,7,31.6399,control_signal,109.54,3.0813,0.0762,31.6473,2,88.3,0.025678
350,2,31.6676,image_processing,455.09,72.768,0.0378,31.6802,4,363.9,0.6064
351,12,31.7225,maxcut,196.2,30.9905,0.9911,31.7363,3,216.3,0.258254
352,9,31.8389,portfolio,167.8,20.7965,0.8891,31.8753,3,178.5,0.173304
353,8,31.9323,tsp,248.65,46.8929,0.9614,31.955,1,93.7,0.390774
354,5,32.1278,alert,304.13,4.0757,0.1014,32.1321,1,300.7,0.033964
355,1,32.3409,sensor_data,22.14,7.5066,0.1347,32.3468,2,458.1,0.062555
356,3,32.4295,cnn_inference,172.33,64.2153,0.066,32.4408,3,252.8,0.535127
357,5,32.5769,sensor_data,379.64,13.2788,0.1487,32.6017,4,434.6,0.110656
358,10,32.6399,control_signal,262.32,7.5428,0.0869,32.6509,4,249.3,0.062857
359,3,32.6506,control_signal,357.71,6.5955,0.0731,32.6574,4,482.6,0.054962
360,13,32.7016,cnn_inference,134.96,58.9577,0.0721,32.731,3,417.7,0.491314
361,3,32.7291,image_processing,260.27,32.6716,0.0625,32.7559,1,381.3,0.272264
362,3,32.9138,control_signal,260.65,3.167,0.0914,32.9187,2,397.1,0.026392
363,7,32.9352,image_processing,464.65,40.629,0.0527,32.9493,1,506.5,0.338575
364,4,33.0545,tsp,261.15,22.4345,0.9822,33.0882,2,355.9,0.186954
365,7,33.2674,video_processing,410.73,76.693,0.0,33.2944,4,277.0,0.639108
366,10,33.2799,tsp,419.7,47.9011,0.9312,33.2925,5,154.5,0.399175
367,10,33.3688,cnn_inference,181.01,76.3929,0.0555,33.3797,3,152.4,0.636608
368,4,33.6131,tsp,327.97,17.6761,0.9819,33.6427,4,241.9,0.147301
369,6,33.6615,portfolio,97.32,8.5765,0.8844,33.6808,1,122.7,0.071471
370,9,33.7076,video_processing,77.4,76.4626,0.0387,33.7318,3,78.5,0.637188
371,6,33.7698,image_processing,346.06,43.4155,0.0549,33.7839,4,405.1,0.361796
372,9,33.789,cnn_inference,142.66,31.5542,0.1109,33.809,2,482.3,0.262952
373,10,33.8059,video_processing,240.39,51.1752,0.076,33.8262,1,253.2,0.42646
374,10,34.0969,tsp,324.94,49.7514,0.9664,34.1274,3,331.0,0.414595
375,7,34.3218,alert,125.77,3.5417,0.0746,34.3314,1,245.9,0.029514
376,4,34.3769,molecular_sim,404.1,14.774,1.0,34.3996,2,376.3,0.123117
377,4,34.4072,tsp,178.42,33.4983,0.9784,34.4375,5,199.7,0.279152
378,8,34.5331,maxcut,109.81,41.0056,0.9575,34.5542,1,105.4,0.341714
379,7,34.9403,alert,19.79,3.0616,0.1009,34.9519,2,381.5,0.025513
380,13,35.1433,sensor_data,426.2,8.0271,0.1466,35.168,5,167.7,0.066893
381,0,35.1888,knapsack,463.06,35.8592,0.9256,35.2145,3,193.7,0.298827
382,6,35.2508,knapsack,355.39,16.0772,0.9354,35.2851,2,223.0,0.133977
383,12,35.3534,video_processing,411.74,69.7098,0.0187,35.3771,2,269.2,0.580915
384,12,35.4237,molecular_sim,276.98,14.8978,0.9834,35.4569,3,248.9,0.124148
385,11,35.4541,maxcut,111.6,53.3421,0.9929,35.4918,3,297.9,0.444518
386,12,35.4842,knapsack,259.98,46.2174,0.9266,35.5118,1,279.7,0.385145
387,12,35.5856,portfolio,55.68,20.6795,0.8981,35.6105,1,135.8,0.172329
388,2,35.9127,cnn_inference,54.65,38.8907,0.0818,35.9254,4,186.4,0.324089
389,1,35.9307,image_processing,43.78,77.5416,0.0643,35.9544,3,507.0,0.64618
390,14,36.0421,knapsack,350.45,24.6306,0.9413,36.056,1,209.3,0.205255
391,14,36.2879,tsp,80.24,34.8984,0.9619,36.3109,5,117.0,0.29082
392,7,36.2891,maxcut,78.3,13.8181,0.9747,36.3007,2,351.1,0.115151
393,2,36.3405,tsp,192.32,32.0509,0.9457,36.3575,1,151.7,0.267091
394,7,36.4667,alert,49.53,5.9813,0.0873,36.4741,2,159.8,0.049844
395,14,36.6796,tsp,98.37,14.7617,1.0,36.6998,3,215.0,0.123014
396,12,36.9435,maxcut,84.71,36.9197,0.9236,36.9684,1,332.8,0.307664
397,12,36.9748,portfolio,286.92,14.3776,0.9065,36.9861,2,165.8,0.119813
398,6,36.9814,tsp,164.29,46.0635,0.9413,36.9972,5,418.0,0.383863
399,11,37.0134,aggregation,453.54,18.0392,0.3542,37.0319,2,214.0,0.150327
400,9,37.0891,cnn_inference,424.95,36.201,0.084,37.104,2,429.6,0.301675
401,5,37.1139,image_processing,245.47,65.21,0.0492,37.1423,1,161.6,0.543417
402,3,37.1541,molecular_sim,278.11,22.938,0.9748,37.1925,2,432.6,0.19115
403,11,37.287,control_signal,402.04,3.0513,0.0909,37.2954,5,375.1,0.025427
404,2,37.2887,cnn_inference,350.66,35.9389,0.0844,37.3029,5,133.6,0.29949
405,6,37.4551,molecular_sim,24.25,21.178,1.0,37.4762,2,349.9,0.176483
406,8,37.457,knapsack,367.34,26.9291,0.9075,37.4753,2,299.5,0.224409
407,8,37.5467,aggregation,97.29,15.7855,0.3362,37.5563,1,403.3,0.131546
408,12,37.5522,maxcut,314.68,20.9636,0.9679,37.58,3,468.2,0.174697
409,0,37.5822,portfolio,454.63,32.3741,0.8832,37.6014,1,378.9,0.269784
410,10,37.6369,aggregation,387.7,15.3716,0.3802,37.6631,2,404.8,0.128097
411,8,37.8407,portfolio,246.94,29.8117,0.8692,37.8602,5,418.8,0.248431
412,13,37.8609,molecular_sim,244.84,29.9126,0.9808,37.894,4,469.8,0.249272
413,1,38.2248,sensor_data,259.56,10.1486,0.1361,38.24,1,282.4,0.084572
414,12,38.4288,sensor_data,26.41,12.3442,0.1467,38.4444,2,269.2,0.102868
415,4,38.4362,maxcut,213.68,11.562,0.9392,38.4593,1,298.5,0.09635
416,6,38.4371,image_processing,44.83,54.8523,0.048,38.465,2,145.8,0.457102
417,14,38.453,cnn_inference,322.99,44.0115,0.0635,38.4697,1,59.0,0.366763
418,6,38.5442,cnn_inference,497.88,52.9774,0.0557,38.5678,1,414.5,0.441478
419,13,39.122,cnn_inference,450.42,60.588,0.0972,39.1444,3,108.9,0.5049
420,10,39.1553,image_processing,75.62,75.1279,0.0651,39.1656,1,277.9,0.626066
421,1,39.2862,tsp,147.1,46.1839,0.981,39.3212,2,104.3,0.384866
422,13,39.294,knapsack,61.85,12.2992,0.923,39.3282,3,394.7,0.102493
423,0,39.4403,sensor_data,109.22,4.4708,0.1612,39.4542,3,214.8,0.037257
424,6,39.6265,knapsack,44.87,31.8371,0.9153,39.6568,5,366.3,0.265309
425,13,39.8341,maxcut,117.02,10.7047,0.9702,39.8487,4,328.7,0.089206
426,2,40.0449,cnn_inference,368.84,42.789,0.0589,40.0536,4,81.0,0.356575
427,6,40.199,knapsack,393.68,24.1409,0.9991,40.2287,4,270.0,0.201174
428,7,40.2069,sensor_data,105.93,5.4235,0.1153,40.2124,4,207.2,0.045195
429,7,40.2841,knapsack,44.62,15.8437,0.9372,40.3195,1,264.9,0.132031
430,14,40.325,portfolio,410.3,43.4893,0.8955,40.3435,3,286.5,0.362411
431,10,40.3689,image_processing,499.15,68.9302,0.0621,40.3935,2,422.8,0.574418
432,12,40.5781,maxcut,151.66,12.1033,0.9567,40.6138,3,53.4,0.100861
433,8,40.7799,molecular_sim,86.57,20.3879,0.9894,40.8263,5,150.0,0.169899
434,14,40.8894,cnn_inference,299.05,34.2172,0.0915,40.8991,4,236.2,0.285144
435,4,40.913,image_processing,241.18,55.3573,0.0564,40.9361,3,510.8,0.461311
436,5,41.0162,tsp,470.59,16.2813,0.9878,41.0365,3,290.4,0.135677
437,11,41.0431,sensor_data,468.03,5.3617,0.1476,41.0605,4,444.4,0.044681
438,5,41.1822,control_signal,108.76,4.8558,0.1654,41.1868,3,77.2,0.040465
439,0,41.2003,sensor_data,470.46,12.9207,0.1681,41.2073,1,269.0,0.107673
440,12,41.3112,tsp,407.68,10.9116,0.9745,41.3365,1,107.6,0.09093
441,6,41.3557,cnn_inference,385.36,41.7148,0.059,41.3846,4,290.0,0.347623
442,12,41.3645,maxcut,447.32,13.4174,0.9446,41.3761,3,489.9,0.111812
443,14,41.4938,portfolio,275.51,25.9879,0.9224,41.5111,3,502.2,0.216565
444,11,41.5057,knapsack,221.66,27.964,0.9166,41.5201,1,104.9,0.233033
445,3,41.9059,image_processing,364.56,29.938,0.0283,41.9176,1,464.1,0.249483
446,0,41.9676,cnn_inference,422.59,46.0052,0.0608,41.9859,5,190.1,0.383377
447,0,42.0008,knapsack,382.54,38.2459,0.9157,42.0168,2,351.9,0.318716
448,5,42.0195,image_processing,391.37,30.8205,0.0515,42.0309,4,394.9,0.256838
449,11,42.0878,tsp,460.42,23.6567,0.9919,42.1157,2,454.3,0.197139
450,2,42.2181,molecular_sim,135.94,6.3071,0.9424,42.2384,4,297.0,0.052559
451,5,42.3844,tsp,98.35,10.1118,0.9689,42.4036,3,155.5,0.084265
452,8,42.4668,molecular_sim,24.62,9.6687,0.9923,42.4901,2,466.7,0.080572
453,5,42.784,control_signal,416.08,3.604,0.1367,42.7943,1,186.9,0.030034
454,4,42.9294,tsp,63.72,25.7344,0.9706,42.9667,2,226.2,0.214453
455,4,42.9461,image_processing,487.1,53.2832,0.0572,42.9726,3,355.1,0.444026
456,7,43.2492,molecular_sim,414.01,8.7244,0.9607,43.2657,2,241.6,0.072704
457,13,43.287,portfolio,91.11,43.8661,0.907,43.3015,3,508.3,0.365551
458,3,43.6054,aggregation,252.87,10.5723,0.3473,43.6143,3,297.8,0.088103
459,5,43.6345,maxcut,321.6,51.4248,0.9059,43.6582,4,161.6,0.42854
460,12,43.6837,portfolio,271.47,36.7057,0.8862,43.7024,2,442.9,0.305881
461,1,43.7911,alert,244.67,1.5361,0.1036,43.7979,2,445.6,0.0128
462,11,43.798,tsp,74.02,32.7511,0.9497,43.8218,2,240.2,0.272926
463,8,44.0446,maxcut,262.71,47.8154,0.9754,44.0723,4,106.4,0.398461
464,1,44.0867,portfolio,130.18,23.955,0.885,44.1196,1,241.2,0.199625
465,14,44.1109,sensor_data,364.85,13.0573,0.1731,44.1271,3,158.3,0.108811
466,8,44.1166,sensor_data,256.55,6.1226,0.1462,44.1313,1,357.8,0.051021
467,2,44.119,control_signal,24.52,1.99,0.1382,44.1235,5,278.0,0.016583
468,5,44.1217,portfolio,149.04,44.2605,0.8993,44.1535,1,365.7,0.368837
469,5,44.1575,tsp,387.18,43.7874,0.9701,44.1898,3,61.3,0.364895
470,10,44.1917,alert,88.59,2.2131,0.0946,44.2022,3,398.8,0.018443
471,6,44.2872,tsp,439.41,37.6881,0.9897,44.3063,1,218.3,0.314068
472,12,44.5017,maxcut,46.91,51.0687,0.9857,44.5264,3,415.3,0.425573
473,2,44.6115,control_signal,257.82,7.8688,0.1078,44.624,5,347.4,0.065574
474,13,44.7137,maxcut,113.56,34.8369,0.929,44.7297,5,250.8,0.290307
475,5,44.7655,maxcut,462.28,26.5732,0.9565,44.7942,5,351.1,0.221443
476,10,44.8562,portfolio,486.9,39.7149,0.8738,44.8694,4,190.3,0.330957
477,9,44.9312,video_processing,76.65,50.686,0.0321,44.9483,2,256.3,0.422383
478,7,44.9362,maxcut,63.54,56.9305,0.9468,44.9732,3,442.5,0.474421
479,10,44.9614,molecular_sim,229.13,9.8786,0.9872,44.9859,2,175.3,0.082321
480,9,44.9856,tsp,118.25,27.0182,0.9882,45.0009,1,50.4,0.225152
481,12,44.9928,image_processing,460.01,22.3375,0.056,45.0227,1,193.2,0.186146
482,6,45.0357,control_signal,214.2,6.6185,0.1004,45.041,4,457.5,0.055154
483,6,45.0412,knapsack,459.05,32.1205,0.9164,45.0718,2,88.4,0.267671
484,8,45.1821,image_processing,144.11,68.6539,0.0249,45.2094,1,191.6,0.572116
485,11,45.3263,tsp,64.57,24.0623,0.98,45.3406,1,85.8,0.200519
486,13,45.3364,aggregation,498.49,5.9312,0.3479,45.3606,2,181.9,0.049427
487,6,45.3445,image_processing,129.84,71.3945,0.0573,45.3629,3,444.8,0.594954
488,5,45.6376,video_processing,390.11,47.0117,0.0458,45.6607,5,255.3,0.391764
489,1,45.667,molecular_sim,52.36,14.3398,0.9864,45.6924,2,127.3,0.119498
490,5,45.733,sensor_data,287.8,5.1971,0.1674,45.756,1,209.3,0.043309
491,11,45.7905,cnn_inference,276.1,55.3306,0.0789,45.8084,1,332.9,0.461088
492,1,45.9098,molecular_sim,210.91,25.1069,0.992,45.946,2,473.3,0.209224
493,4,46.0069,molecular_sim,344.08,10.9169,0.9699,46.048,1,110.6,0.090974
494,9,46.2212,maxcut,45.08,21.2819,0.9578,46.2398,1,254.7,0.177349
495,12,46.2388,cnn_inference,269.6,73.4443,0.0621,46.2512,2,272.9,0.612036
496,13,46.3356,cnn_inference,466.74,50.756,0.1104,46.345,2,282.7,0.422967
497,8,46.3758,aggregation,332.82,15.1465,0.3347,46.3898,3,149.0,0.126221
498,10,46.4428,video_processing,12.97,46.8534,0.0183,46.4639,1,248.9,0.390445
499,5,46.8309,tsp,498.85,23.7833,0.9813,46.8502,5,320.4,0.198194
500,14,46.8816,control_signal,250.63,3.2323,0.0488,46.8931,1,176.7,0.026936
501,8,46.992,alert,244.81,2.5792,0.116,46.9975,4,400.2,0.021493
502,6,47.052,maxcut,367.54,12.3032,0.9358,47.0864,2,324.8,0.102527
503,0,47.0704,image_processing,258.78,54.741,0.0553,47.0934,5,247.7,0.456175
504,0,47.0722,maxcut,360.13,35.0303,0.9659,47.0988,1,357.2,0.29192
505,2,47.2183,sensor_data,212.85,7.3466,0.143,47.2269,4,469.9,0.061222
506,8,47.2272,portfolio,415.01,33.2447,0.9327,47.2472,1,55.0,0.277039
507,0,47.2456,knapsack,144.72,14.5524,0.929,47.2684,2,232.4,0.12127
508,4,47.3311,knapsack,108.83,35.5484,0.9269,47.3644,3,422.2,0.296237
509,12,47.3661,knapsack,318.82,11.6433,0.948,47.39,1,178.8,0.097028
510,7,47.4234,aggregation,66.48,10.4288,0.355,47.446,1,159.9,0.086907
511,4,47.482,image_processing,350.98,58.1201,0.0601,47.4954,3,289.9,0.484334
512,8,47.4843,maxcut,83.37,44.0216,0.9536,47.5052,3,328.4,0.366846
513,4,47.6909,molecular_sim,350.57,26.4963,1.0,47.7098,2,511.9,0.220802
514,3,48.0708,portfolio,245.64,24.3579,0.8953,48.1016,1,283.9,0.202983
515,14,48.1349,aggregation,98.14,20.8479,0.3745,48.1493,4,378.1,0.173733
516,8,48.1736,control_signal,69.08,1.8518,0.1116,48.18,2,229.0,0.015432
517,14,48.3863,aggregation,337.28,11.4796,0.357,48.4107,5,238.5,0.095663
518,5,48.4365,knapsack,177.26,19.582,0.9297,48.4607,1,274.1,0.163183
519,9,48.5276,sensor_data,395.91,5.727,0.1487,48.5452,1,341.5,0.047725
520,2,48.7214,molecular_sim,430.59,23.109,0.9871,48.743,1,325.0,0.192575
521,8,48.7617,alert,393.71,3.6575,0.1152,48.7705,3,369.3,0.030479
522,3,48.9421,sensor_data,125.98,5.0928,0.1282,48.9517,4,162.3,0.04244
523,5,49.0492,molecular_sim,248.32,22.866,0.9981,49.0698,1,158.9,0.19055
524,0,49.1453,molecular_sim,317.06,12.9563,1.0,49.1821,1,196.5,0.107969
525,1,49.3107,control_signal,112.06,5.0752,0.0953,49.3198,4,472.3,0.042293
526,13,49.312,maxcut,173.07,25.537,0.9633,49.3313,3,137.6,0.212808
527,4,49.347,aggregation,354.85,7.062,0.3519,49.3738,2,325.1,0.05885
528,3,49.3681,knapsack,116.89,27.7883,0.9416,49.3966,3,404.3,0.231569
529,3,49.3989,knapsack,328.88,9.842,0.9388,49.4321,3,236.1,0.082017
530,3,49.4384,cnn_inference,152.72,40.2183,0.058,49.4508,2,274.9,0.335152
531,4,49.4626,cnn_inference,440.77,51.8722,0.0711,49.489,3,343.4,0.432269
532,9,49.5184,image_processing,13.65,39.3264,0.0308,49.527,4,71.4,0.32772
533,1,49.5515,cnn_inference,103.15,60.7494,0.1039,49.5792,4,402.5,0.506245
534,3,49.604,knapsack,499.46,21.2818,0.9337,49.6214,1,433.8,0.177348
535,8,49.6649,knapsack,283.7,49.1703,0.9511,49.6876,1,427.4,0.409752
536,4,49.6903,cnn_inference,92.62,57.4817,0.0466,49.6995,1,189.5,0.479014
537,5,49.7812,knapsack,185.17,46.7207,0.9268,49.8099,1,282.5,0.389339
538,4,49.8913,molecular_sim,119.43,16.3188,0.9885,49.9408,2,119.1,0.13599
539,1,50.0372,molecular_sim,214.18,22.9328,0.9719,50.0726,1,481.1,0.191106
540,6,50.0587,sensor_data,211.99,7.4121,0.1278,50.0695,4,208.8,0.061767
541,3,50.1516,molecular_sim,325.3,29.8706,0.9811,50.1907,4,448.2,0.248921
542,8,50.2801,portfolio,230.76,8.8436,0.8658,50.3149,1,183.1,0.073697
543,0,50.2846,image_processing,379.15,70.2009,0.0665,50.306,5,103.9,0.585007
544,13,50.338,cnn_inference,315.09,68.3351,0.0956,50.3571,2,249.4,0.569459
545,2,50.427,cnn_inference,114.77,57.6274,0.0847,50.4447,5,501.2,0.480228
546,4,50.4549,knapsack,255.02,17.2192,0.9018,50.4911,1,68.4,0.143493
547,4,50.6271,maxcut,166.3,52.1386,0.9262,50.654,5,203.0,0.434488
548,12,50.7484,aggregation,332.63,14.6667,0.3476,50.7625,1,269.0,0.122223
549,14,50.7662,maxcut,298.87,13.1382,0.9489,50.7859,2,189.4,0.109485
550,14,50.822,aggregation,369.41,7.5131,0.3335,50.8443,2,394.8,0.062609
551,13,51.1361,knapsack,420.23,21.9361,0.909,51.1648,1,130.6,0.182801
552,0,51.2108,maxcut,332.37,10.2141,0.9496,51.2366,2,51.5,0.085118
553,11,51.344,video_processing,269.93,27.986,0.0005,51.3545,4,314.5,0.233217
554,9,51.5757,video_processing,487.37,31.7325,0.0104,51.6077,2,209.2,0.264437
555,9,51.6312,sensor_data,93.41,9.0574,0.1514,51.6396,2,128.6,0.075478
556,0,51.6403,tsp,231.08,56.4942,0.9961,51.6525,1,494.8,0.470785
557,7,51.6635,aggregation,28.55,13.0949,0.3232,51.6798,1,106.7,0.109124
558,1,51.7256,cnn_inference,226.72,34.9382,0.0624,51.7442,1,52.1,0.291152
559,8,51.7806,maxcut,208.91,21.7946,0.9424,51.8181,2,379.2,0.181622
560,9,51.8566,maxcut,77.97,15.3845,0.9617,51.8835,1,191.3,0.128204
561,1,51.9801,portfolio,108.71,25.0482,0.8934,52.0053,1,429.7,0.208735
562,7,52.1225,tsp,439.15,22.9061,0.9513,52.155,3,245.4,0.190884
563,3,52.2223,image_processing,85.88,31.64,0.0592,52.2432,4,220.2,0.263667
564,0,52.4902,portfolio,478.61,40.1847,0.9023,52.5149,4,431.3,0.334872
565,11,52.8288,control_signal,362.65,3.6731,0.1009,52.8391,1,387.9,0.030609
566,14,52.951,portfolio,65.02,44.488,0.8989,52.967,4,306.3,0.370733
567,14,53.1333,portfolio,432.71,30.5127,0.878,53.1568,3,402.2,0.254272
568,8,53.1816,alert,281.47,2.2071,0.0962,53.1863,3,385.4,0.018392
569,5,53.1951,molecular_sim,154.33,5.3064,0.9888,53.245,1,180.2,0.04422
570,6,53.2739,maxcut,204.07,27.348,0.9522,53.2942,1,474.1,0.2279
571,7,53.5165,image_processing,433.27,39.6886,0.0687,53.5384,1,117.1,0.330738
572,2,53.5315,cnn_inference,385.26,76.0615,0.0562,53.547,3,164.0,0.633846
573,13,53.5725,knapsack,336.27,23.028,0.9376,53.6034,4,178.0,0.1919
574,5,53.666,tsp,44.01,53.4373,0.9877,53.6849,3,395.9,0.445311
575,4,53.7198,video_processing,332.3,36.208,0.0277,53.7486,3,467.8,0.301733
576,13,53.7248,cnn_inference,325.86,50.8335,0.1209,53.7508,1,115.7,0.423612
577,8,54.114,aggregation,394.19,22.69,0.367,54.1314,4,195.9,0.189083
578,2,54.1867,alert,344.08,1.1511,0.1211,54.1959,1,383.4,0.009592
579,0,54.2141,maxcut,393.87,51.4519,0.9657,54.245,1,159.9,0.428766
580,11,54.2607,tsp,285.32,19.538,0.9799,54.2986,2,502.0,0.162817
581,7,54.2635,image_processing,169.59,46.0241,0.0349,54.2783,3,68.9,0.383534
582,10,54.3389,maxcut,367.38,29.2104,0.9406,54.3654,2,125.5,0.24342
583,4,54.493,maxcut,172.29,50.9056,0.956,54.5262,1,386.0,0.424214
584,7,54.5686,tsp,198.55,57.9971,0.9768,54.5892,2,412.9,0.483309
585,0,54.7077,tsp,410.52,56.6236,0.9779,54.7462,5,327.7,0.471863
586,5,54.7709,image_processing,55.01,59.4819,0.0438,54.795,4,144.3,0.495683
587,7,54.9074,aggregation,411.16,8.1109,0.3495,54.9332,3,493.8,0.067591
588,4,54.9736,control_signal,12.87,3.4643,0.0869,54.9825,3,395.3,0.028869
589,9,55.0693,knapsack,326.51,47.1295,0.9412,55.0847,1,79.4,0.392746
590,10,55.2494,knapsack,406.79,12.4611,0.9478,55.2611,4,115.3,0.103843
591,0,55.6607,image_processing,472.8,25.7975,0.0484,55.6701,1,365.5,0.214979
592,1,55.7111,maxcut,22.7,32.5475,0.9698,55.7511,1,211.9,0.271229
593,7,56.0338,molecular_sim,80.16,27.0959,0.9814,56.0796,2,394.6,0.225799
594,4,56.0443,video_processing,132.75,38.0429,0.009,56.0758,5,191.5,0.317024
595,7,56.1294,tsp,65.23,22.745,0.9575,56.1546,3,454.2,0.189542
596,5,56.1952,knapsack,59.56,24.801,0.9498,56.2229,2,266.3,0.206675
597,9,56.276,portfolio,104.44,12.0759,0.875,56.2913,1,313.4,0.100633
598,6,56.449,maxcut,458.47,31.4712,0.9334,56.4674,2,141.6,0.26226
599,5,56.4952,alert,264.22,5.0528,0.0647,56.5059,2,437.9,0.042107
600,11,56.8887,portfolio,481.29,30.4471,0.8683,56.8987,2,326.5,0.253726
601,13,56.9631,cnn_inference,314.62,57.5321,0.0985,56.9924,3,260.1,0.479434
602,4,57.1,tsp,440.71,27.5115,0.946,57.1298,2,203.8,0.229263
603,11,57.1833,video_processing,59.59,33.2099,0.0401,57.2024,1,480.9,0.276749
604,3,57.2523,video_processing,82.54,33.5891,0.0082,57.2843,1,281.6,0.279909
605,7,57.3062,control_signal,341.6,3.2819,0.0989,57.321,4,397.5,0.027349
606,10,57.3085,molecular_sim,475.79,13.1085,0.9726,57.3486,3,186.1,0.109237
607,3,57.6764,image_processing,296.46,56.8228,0.0625,57.7018,1,313.3,0.473524
608,9,57.774,aggregation,270.51,13.2744,0.3661,57.7924,1,464.5,0.11062
609,9,58.0325,aggregation,303.0,15.9612,0.3423,58.0417,2,377.6,0.13301
610,0,58.4112,sensor_data,121.15,5.7296,0.1393,58.4288,2,436.1,0.047747
611,13,58.5563,cnn_inference,324.41,33.4369,0.0603,58.5712,3,54.8,0.278641
612,9,58.6012,sensor_data,216.42,11.9935,0.138,58.6123,1,244.4,0.099946
613,2,58.6606,tsp,358.59,15.6609,0.9552,58.6785,1,310.0,0.130507
614,5,58.6699,sensor_data,121.5,12.1914,0.1502,58.6874,3,87.5,0.101595
615,14,58.8919,image_processing,299.48,30.9637,0.0515,58.9097,2,183.4,0.258031
616,3,59.002,aggregation,215.08,20.9893,0.3468,59.0264,1,294.1,0.174911
617,14,59.2593,knapsack,447.03,16.8172,0.9422,59.277,3,434.5,0.140144
618,9,59.4863,control_signal,452.86,3.5318,0.0758,59.4959,1,317.1,0.029432
619,12,59.4901,sensor_data,94.92,6.8106,0.1843,59.5026,3,244.3,0.056755
620,0,59.6554,tsp,277.36,19.7639,0.9665,59.6922,1,296.9,0.164699
621,5,59.6691,control_signal,451.33,6.2463,0.1082,59.6744,4,74.8,0.052053
622,12,59.6762,tsp,213.13,13.1642,0.9675,59.7023,5,437.8,0.109702
623,6,59.7827,tsp,491.67,40.8044,0.9683,59.8092,3,98.1,0.340036
624,2,59.8397,control_signal,384.06,7.9773,0.0789,59.8448,1,81.7,0.066477
625,2,59.9872,aggregation,168.04,21.009,0.3513,60.0095,5,188.0,0.175075
626,4,60.2935,aggregation,476.63,18.6165,0.3558,60.305,3,358.6,0.155137
627,7,60.3451,aggregation,396.0,12.6151,0.3248,60.3672,4,364.2,0.105125
628,1,60.4316,maxcut,28.03,57.6989,0.979,60.4706,2,401.0,0.480824
629,10,60.4319,sensor_data,251.67,3.1168,0.2007,60.4397,1,74.6,0.025973
630,1,60.4535,aggregation,212.51,19.8929,0.3695,60.4719,2,334.7,0.165774
631,5,60.5585,molecular_sim,128.97,23.6568,1.0,60.6042,2,153.2,0.19714
632,0,60.5597,sensor_data,497.81,9.1368,0.1128,60.5665,5,264.8,0.07614
633,11,60.6579,control_signal,409.19,2.705,0.0681,60.6715,4,263.9,0.022541
634,12,60.7508,video_processing,316.48,32.2848,0.0,60.7801,2,469.2,0.26904
